公司名称,流动比率,资产负债率,应收账款周转率,总资产周转率,净资产收益率,资产报酬率,净利润增长率,总资产增长率
泰禾集团,0.559849,1.842988,41.903357,1.789514,-0.754216,0.724609,-2.412458,-0.052704
振华科技,2.56347,0.285428,5.246181,0.684031,0.017667,0.016876,-1.041639,0.058759
罗牛山,1.458235,0.25833,33.606612,0.378873,0.055858,0.047608,-5.130681,-0.099053
中房地产,2.384958,0.421559,6.975304,0.020887,0.11297,0.064462,3.077309,0.106661
南风化工,0.781197,0.589952,5.91871,0.704207,0.051263,0.040393,-1.514685,0.062356
中航动控,1.238104,0.255983,2.911915,0.639873,-0.128903,-0.091177,-0.851506,-0.101874
普洛药业,0.833104,0.558839,11.034541,0.718187,0.033854,0.033094,-0.605986,0.078674
长城信息,3.072895,0.32275,4.215626,0.544429,0.06923,0.048203,-1.777955,-0.083701
国海证券,0.248886,0.559724,10.12272,0.195138,-0.258144,-0.092524,1.729963,-0.074686
锌业股份,0.518927,0.75859,122.260756,0.841618,-0.55769,-0.089016,5.914783,-0.162411
西藏发展,2.547275,0.267097,57.972329,0.262427,0.066014,0.053768,-0.137788,0.150982
漳州发展,1.721451,0.591048,32.766033,0.648903,0.06954,0.073043,-0.695394,-0.098763
山西三维,0.469866,0.499436,88.895594,0.610285,0.005898,0.016838,-11.79711,0.033421
新华制药,1.317847,0.312127,10.141115,0.970038,0.026679,0.022267,0.173948,-0.04483
浩物股份,0.343945,1.884444,2.441853,0.382933,0.16369,-0.018422,0.51784,-0.115316
中色股份,1.040916,0.61145,5.115452,0.576324,0.075092,0.048428,-2.255178,0.049465
中百集团,0.802325,0.619008,504.515127,2.085751,0.10861,0.050985,0.418298,0.248285
斯太尔,0.971212,0.668086,4.180057,0.881144,-0.516473,-0.149749,-45.345544,-0.090417
本钢板材,0.896259,0.516335,76.290001,1.18275,0.010431,0.015078,-4.121141,0.114661
西藏矿业,1.373425,0.384254,7.950045,0.490935,0.091655,0.07417,-1.552059,-0.042491
通化金马,2.067885,0.317289,1.120943,0.196967,0.031006,0.02117,-1.186817,0.00267
漳泽电力,0.36217,0.785633,13.053742,0.32504,-0.42947,-0.051,1.23879,0.122915
中航飞机,2.666253,0.322158,6.049124,0.671228,0.042488,0.028337,0.35034,2.885596
广发证券,1.410626,0.239382,,0.166865,0.047336,0.036034,-1.104842,-0.090134
中核科技,2.458393,0.277993,5.171786,0.694246,0.062208,0.046402,0.438426,0.063598
新兴铸管,1.174864,0.545471,21.946461,1.432855,0.113727,0.059821,-0.301029,0.243628
三毛派神,3.496702,0.511841,4.982521,0.440934,0.098238,0.049584,42.930418,0.062209
平庄能源,1.559278,0.34261,14.508458,0.719668,0.259113,0.179042,0.518795,0.079075
美达股份,0.62165,0.516394,47.576731,1.727368,-0.197524,-0.061582,5.248431,-0.299303
长江证券,,0.746943,,0.080623,0.152416,,-0.544501,-0.266729
武汉中商,0.611293,0.746617,129.578666,1.328119,0.047203,0.038859,8.71083,0.023461
北新建材,0.677414,0.545229,10.30703,0.4986,0.12796,0.071568,2.735255,-0.061907
*ST 创智,1.840166,0.977225,348.729499,0.065815,1.082891,0.018315,2.214781,-0.25034
北大医药,0.799843,0.605379,8.530768,0.689482,0.042623,0.0426,-0.657141,0.053456
万年青,0.442641,0.5661,71.537971,0.492351,0.055657,0.047727,4.396586,0.484269
华神集团,1.112226,0.471341,2.309319,0.463307,0.011982,0.015127,-0.870536,0.112307
甘肃电投,0.87834,0.56628,4.572729,0.27867,0.060839,0.035951,3.427636,0.114299
盐湖股份,2.155692,0.37013,93.668829,0.506803,0.496483,0.321049,-0.577474,0.184583
华闻传媒,3.094398,0.221808,20.928491,0.779685,0.118382,0.098691,-0.071813,0.019607
英洛华,0.850294,0.842777,4.063286,0.403936,-0.84645,-0.117106,10.442909,-0.156193
凯撒旅游,0.749989,0.567482,64.54557,0.947611,0.016726,0.015579,-6.358176,0.137476
中国武夷,1.277191,0.740752,7.335043,0.35057,0.054016,0.030988,1.600472,0.079188
中水渔业,1.845917,0.421841,12.058409,0.244488,-0.077477,-0.042255,0.871471,-0.02498
*ST 酒鬼,1.282441,0.467706,17.159121,0.281149,0.066549,0.036407,-3.629113,-0.118013
一汽轿车,1.819372,0.346658,101.99894,1.998591,0.16605,0.10113,-0.328853,0.049392
四川九洲,1.007474,0.70425,10.382989,2.055848,0.078304,0.021344,3.662836,0.546842
北京文化,0.376117,0.542586,28.121568,0.279208,-0.120742,-0.040847,-15.8781,-0.07687
金宇车城,1.182939,0.403274,38.407283,0.279459,0.040622,0.023165,-1.47355,-0.103044
*ST 炎黄,0.25068,1.644468,283.399347,0.03238,-1.487576,0.982985,-1.120573,0.020852
银河生物,0.98514,0.657398,2.965552,0.536706,-0.165673,-0.013778,10.430518,-0.126628
云铝股份,1.280961,0.535202,728.768376,0.828791,0.006212,0.024213,-4.085258,0.300896
铁岭新城,1.125177,0.446523,3.615075,0.51376,0.024331,0.042777,2.382262,0.078099
创维数字,0.648264,0.553985,17.374426,0.777421,0.055781,0.050954,-1.085748,0.013475
烟台冰轮,0.763501,0.608236,5.931565,0.75926,0.038641,0.036873,-2.427309,0.078394
陕西金叶,1.077504,0.393093,10.040588,0.531073,0.038026,0.031282,-0.624796,0.021927
天山纺织,6.017037,0.116463,5.78913,0.703698,0.004529,0.01809,-2.772639,-0.085403
美利纸业,0.827058,0.697021,8.950468,0.384606,0.073225,0.050392,2.8143,0.055958
智慧农业,0.976323,0.590014,8.12143,0.708841,0.072338,0.048576,-2.213616,0.146706
方大化工,0.585876,0.736514,46.588178,0.496211,-0.244347,-0.02936,17.016835,-0.061346
岳阳兴长,4.154566,0.152992,480.035588,3.6555,0.222867,0.175149,-0.379469,-0.464322
金城股份,0.282804,0.916358,1.274956,0.133156,-1.300594,-0.085418,1.879511,-0.009981
京山轻机,3.794483,0.16003,3.560074,0.388932,0.004187,0.004041,-1.091716,-0.050959
山东海化,0.727346,0.49843,31.929472,1.014073,0.050506,0.043528,-2.790371,-0.048517
超声电子,1.172086,0.408258,4.00346,0.847298,0.081656,0.071298,-0.873578,-0.120435
太钢不锈,1.008751,0.673131,29.586228,1.275578,0.057346,0.045276,-4.22589,0.12663
启迪桑德,1.289931,0.562115,1.404247,0.221877,0.110605,0.062362,0.141095,0.533431
东莞控股,0.423579,0.360393,55.905448,0.102959,0.069142,0.05687,-0.272702,0.115171
天音控股,1.433913,0.64912,21.097656,2.691736,0.088619,0.064642,-0.499321,0.033196
鲁西化工,0.816116,0.65735,4964.95078,0.98564,0.107927,0.061591,-1.516112,0.157823
五矿稀土,0.591254,0.702764,24.67763,0.775291,-0.525905,-0.116331,12.320436,-0.051651
贵糖股份,0.890918,0.49171,21.823464,0.955827,0.087465,0.057926,-0.883999,0.089463
长城动漫,1.419495,0.471135,18.969062,1.911685,0.258856,0.183096,-2.043037,-0.045093
鑫茂科技,1.503577,0.511101,6.557982,0.410243,0.367536,0.198075,-0.879144,-0.095062
秦川机床,1.846745,0.401901,8.194473,0.740082,0.085344,0.059155,-1.439014,0.089181
财信发展,2.254159,0.443375,21.699745,0.202749,0.02973,0.017459,-15.973569,-0.306515
中信国安,1.714131,0.491125,4.247617,0.183153,0.066204,0.050498,0.949047,0.087746
承德露露,1.068236,0.405841,1110.672538,1.495694,0.192603,0.121898,-0.108533,-0.046511
华茂股份,0.598519,0.542048,11.032221,0.464391,0.094185,0.056239,-0.715048,0.043396
高鸿股份,1.70684,0.467241,2.736641,0.640677,0.023105,0.02174,-19.995144,0.155643
石化机械,1.505166,0.399895,8.12429,0.864247,0.117176,0.077062,-0.577579,0.009019
冀东装备,0.569408,0.917245,5.189819,0.370618,-2.239579,-0.151606,1.118692,-0.068923
五粮液,4.284058,0.151187,1534.165021,0.587791,0.159716,0.123718,-0.237636,0.166335
国风塑业,0.716191,0.423855,9.223912,0.954045,0.004373,0.035134,-12.480164,-0.198582
顺鑫农业,1.156193,0.635787,26.195873,0.787851,0.101253,0.044018,-0.314708,0.585003
海印股份,0.581886,0.438737,8.291279,0.668181,0.20687,0.137315,11.984958,-0.084752
银星能源,0.79393,0.821983,2.852681,0.260955,0.115805,0.054514,2.817839,0.238059
三湘股份,0.148026,6.238736,0.628797,0.149629,-0.003105,0.186726,-1.348374,-0.263646
安凯客车,1.129477,0.63712,6.736327,1.103203,0.0433,0.024516,-7.797043,-0.114079
张裕A,2.029228,0.352605,41.939705,0.850406,0.340242,0.211563,0.602527,0.249047
吉电股份,0.347482,0.596255,10.6075,0.273577,-0.175687,-0.063896,2.628077,0.198803
新希望,0.445406,0.499554,66.296938,1.033822,0.082163,0.072316,-1.570333,0.021633
天山股份,0.525045,0.785783,19.61126,0.581724,0.238028,0.080706,-0.883184,0.351626
云南铜业,1.009238,0.795798,66.488564,1.186593,-0.655445,-0.090864,-51.651932,-0.255644
潍柴重机,1.038051,0.484177,1875.328298,1.176995,0.133689,0.064834,-0.299875,0.394147
大连国际,1.457939,0.623726,9.997645,0.746802,0.245228,0.105289,-1.102814,-0.000795
华联股份,0.880951,0.252319,,0.434426,0.078531,0.070561,15.659318,-0.247513
湖北能源,0.908647,0.712559,8.083677,0.985613,0.043398,0.029996,1.198327,0.204732
同力水泥,0.299102,0.643762,517.058991,0.714041,0.215755,0.116527,0.765861,0.011227
海南高速,6.134588,0.137551,0.563297,0.089071,0.01055,0.005003,-0.863219,0.017297
中鼎股份,1.094904,0.519753,3.703017,0.955079,0.284335,0.153498,0.47383,0.239168
峨眉山A,0.337512,0.422221,45.802642,0.367226,0.034526,0.047473,-0.332617,-0.026943
茂业通信,0.973922,0.559242,50.10517,0.680936,0.005358,0.02809,5.434972,-0.089665
法尔胜,1.058268,0.604375,3.375602,0.692106,-0.014237,0.034203,-10.062732,-0.178859
星美联合,0.007007,142.717769,,0.21601,-165.891467,25222.73451,-50.161346,-0.999892
东凌国际,1.008146,0.627976,9.673605,1.577253,-0.163486,-0.028012,5.825101,-0.269686
双汇发展,1.70847,0.320619,364.107677,5.836835,0.270093,0.180295,0.134579,0.107368
津滨发展,2.669757,0.611195,12.038392,0.169025,0.025235,0.031796,-0.768317,0.061825
鞍钢股份,0.936688,0.423914,64.466397,0.863711,0.056287,0.039955,-3.315882,0.062178
赣能股份,0.754005,0.791023,8.856012,0.334897,0.019667,0.050292,1.561136,-0.057606
现代投资,1.340503,0.342996,17.148644,0.293038,0.16766,0.119408,-0.226721,0.052751
航天科技,2.641287,0.252249,1.588678,0.389171,-0.154645,-0.11036,33.182743,-0.212328
新洋丰,1.055047,0.625305,16.856752,1.675443,-0.108894,-0.019349,15.1514,0.012119
云内动力,2.370568,0.338915,10.672942,0.476598,0.044318,0.025101,0.989438,0.008714
厦门港务,1.088877,0.4393,6.900434,0.937899,0.08879,0.055491,-0.751869,-0.153733
物产中拓,0.752984,0.753625,23.128504,1.619229,0.033605,0.028995,0.138451,0.256124
景峰医药,0.797941,0.657675,2.385568,0.219161,-0.094318,0.004102,-12.365972,0.214704
数源科技,1.343544,0.744018,13.449084,0.362183,-0.027143,-0.001103,47.020372,0.121975
大亚科技,0.827509,0.671297,11.068207,0.66054,0.111468,0.069756,0.496779,0.095156
南宁糖业,0.512381,0.656909,17.401803,0.801428,0.02655,0.039867,97.950242,0.131379
泸天化,0.914231,0.537426,97.308239,0.730649,0.114736,0.071812,-1.636148,0.485065
钱江摩托,1.214049,0.591205,7.174133,1.28121,0.037631,0.04059,0.305672,-0.021637
山大华特,0.787809,0.573945,7.215884,0.517686,0.12464,0.079203,0.001253,0.046943
华北高速,12.962572,0.038681,25.513799,0.228109,0.073819,0.054498,-0.375284,-0.13852
电广传媒,0.817333,0.695095,52.719302,0.422998,0.055981,0.045714,-1.063451,0.179087
嘉凯城,0.365529,1.359433,4.721313,0.747612,0.822,-0.246752,5.279007,0.026731
金陵药业,4.944303,0.147201,11.130272,0.812094,0.050234,0.039122,-0.148621,-0.06909
南方汇通,1.567167,0.373953,17.643547,0.980254,0.025027,0.023387,-3.264095,-0.278166
海信科龙,0.396043,1.222844,12.903763,2.285068,0.275873,-0.021449,11.620323,-0.14526
佳电股份,0.827402,0.662366,1.958266,0.337421,-0.420387,-0.124514,4.089219,-0.242132
河北宣工,1.274495,0.525791,10.013945,0.673981,0.010234,0.023918,-0.708718,-0.034322
众合科技,1.481553,0.445202,5.171144,0.400848,0.169979,0.097947,4.053106,0.051496
福星股份,3.143368,0.503074,7.728564,0.443649,0.092184,0.060378,-0.361064,0.230121
*ST 夏利,0.583087,0.548791,286.275476,0.990345,0.031207,0.019952,-2.00678,-0.022676
中钢国际,1.037831,0.636792,8.964515,0.830619,0.01316,0.042457,-1.524635,-0.03449
兰州黄河,1.464366,0.362843,22.073376,0.875654,0.082018,0.071925,-0.798173,-0.159387
中粮生化,0.415745,0.713726,22.13161,0.666549,0.029922,0.049135,-2.481034,-0.057872
中关村,1.091995,0.801127,1.547985,0.511997,0.082532,0.034489,31.90839,-0.147075
华菱钢铁,0.595316,0.674515,44.859255,1.11167,0.06613,0.043458,-1.391701,0.046231
神火股份,0.471496,0.744339,20.573344,0.777399,0.292932,0.100931,-1.213666,0.344298
四川双马,0.656251,0.748968,96.974293,0.603376,0.250006,0.100527,-1.021324,0.134034
华西股份,1.090534,0.511998,33.598998,1.228223,0.070585,0.062951,-0.196625,-0.087532
冀中能源,1.173239,0.436599,10.077185,0.834872,0.318909,0.183139,-0.877418,0.742312
紫光股份,0.954053,0.547194,13.902596,1.748207,0.041846,0.041548,-0.58998,0.132747
凯迪生态,0.701712,0.641087,5.187902,0.266146,0.05714,0.044354,-1.409875,0.173666
南天信息,1.71517,0.454298,6.284453,0.913538,0.093694,0.06682,2.947181,0.392759
新乡化纤,0.49394,0.614052,22.289778,0.595499,-0.216783,-0.050507,0.960458,-0.058625
建峰化工,4.31046,0.604853,101827.2862,0.581945,0.277109,0.096717,0.244126,1.063707
中国重汽,1.090407,0.752803,28.213954,1.627369,0.212243,0.054517,-1.194966,0.227892
广济药业,1.387962,0.327891,13.834042,0.473699,0.108069,0.076343,-1.423111,0.208559
河池化工,0.65295,0.742816,36.992347,0.614247,-0.466037,-0.106876,-52.488063,-0.074267
欣龙控股,0.577738,0.652388,6.616329,0.276911,-0.613001,-0.19426,12.392978,-0.185337
中通客车,1.134173,0.643084,5.89922,1.156928,0.051209,0.026216,-0.267368,0.084569
东方能源,0.390576,0.709216,5.31955,0.339944,-0.399962,-0.084855,0.139274,-0.061941
首钢股份,1.015179,0.551507,30.593277,1.408367,0.045388,0.03153,-13.631255,-0.044768
锡业股份,0.994777,0.642818,28.069824,1.336174,0.009642,0.048884,-4.498573,-0.010376
中南建设,0.673151,0.669872,13.60142,0.967372,0.022664,0.033688,-0.671172,-0.022381
东方钽业,2.260662,0.415001,5.665082,0.477359,0.051527,0.03813,2.970056,0.348291
华东医药,1.141806,0.711295,7.767083,1.94556,0.254616,0.095499,0.657359,0.235907
天保基建,1.999216,0.474781,,0.091604,0.065877,0.034612,8.641528,2.281434
长源电力,0.585493,0.855963,7.325902,0.344122,-0.521946,-0.034265,0.09827,0.099891
盈峰环境,1.421575,0.479683,3.960817,1.351071,0.038034,0.05029,-0.256561,-0.105919
*ST 煤气,1.300757,0.388309,9.332406,0.98339,0.240855,0.150702,-1.181452,0.242967
安泰科技,1.832814,0.424763,9.140472,0.731329,0.077393,0.056715,0.198064,0.15414
中科三环,1.448623,0.412054,4.758461,0.842409,0.095698,0.084214,-0.425424,0.000707
高升控股,0.188249,0.805222,6.586074,0.154465,0.076593,0.071467,0.882005,-0.509521
新中基,1.037951,0.69982,1.901656,0.359005,-0.054754,0.023796,7.751956,0.157911
佛塑科技,0.625586,0.669939,11.233642,1.025749,-0.140262,-0.010552,-35.926119,-0.091637
银泰资源,0.77138,0.253829,37.533409,0.096336,-0.035456,-0.027547,20.202753,0.153172
春晖股份,0.667111,0.556731,129.686281,1.181487,-0.392532,-0.146186,3.882678,-0.194849
浪潮信息,2.106783,0.300603,12.149842,0.696064,0.023517,0.0127,3.903929,-0.088779
桂林旅游,0.900948,0.426797,4.47562,0.20671,0.040466,0.043372,-0.898222,0.172643
中弘股份,0.116448,1.790828,10.957678,0.27618,0.309951,-0.138893,1.324289,-0.122538
金马股份,1.739155,0.343554,3.492507,0.335632,0.021314,0.027603,-2.110666,0.128129
银亿股份,1.165511,0.769444,14.5079,0.086631,-2.214421,-0.464169,26.275091,-0.315646
中银绒业,1.101155,0.762927,3.488655,0.539268,0.098047,0.066568,-0.036712,0.089224
西山煤电,1.73118,0.403822,22.14096,0.758022,0.338882,0.208075,-0.436658,0.434959
大庆华科,3.073566,0.08276,421.431117,2.393793,-0.034382,-0.033253,-20.53387,-0.078337
广州友谊,1.973696,0.416578,640.959483,1.327788,0.22379,0.113942,0.855163,0.147676
华工科技,1.452064,0.51553,2.362824,0.502716,0.06565,0.052299,1.306641,0.02071
九芝堂,3.594033,0.203968,13.141264,0.712128,0.162504,0.140428,-0.896161,0.0725
诚志股份,1.123128,0.528025,8.362007,0.883025,0.017632,0.032996,-0.424855,0.260953
闽东电力,0.773625,0.430403,16.19312,0.220024,0.034673,0.03994,1.314655,0.020274
*ST 皇台,0.784707,0.547377,1.507654,0.150347,-0.231053,-0.089957,8.363425,-0.092375
中国中期,2.054031,0.316404,65.936545,0.181939,0.02695,0.02073,5.814409,-0.158678
新大陆,2.529795,0.318806,3.42542,0.8592,0.051685,0.041024,-2.491245,-0.01583
隆平高科,1.791295,0.423296,9.260097,0.569007,0.060235,0.049985,-1.740713,-0.022869
华润三九,1.592529,0.324416,10.024517,0.854444,0.158568,0.108263,-0.172243,-0.363613
宗申动力,2.608403,0.257587,8.766327,1.62807,0.181266,0.137811,-0.050803,0.110252
豫能控股,0.412355,0.64125,3.982729,0.28144,-1.023236,-0.340851,-0.215536,-0.106527
新和成,1.778708,0.479692,6.290055,0.891924,0.748986,0.439943,-0.805916,0.469414
鸿达兴业,0.410762,0.66636,11.67115,0.68935,-0.854333,-0.260037,15.58832,-0.196752
伟星股份,1.758345,0.274181,10.20966,1.070989,0.159316,0.129356,-0.382782,0.267579
华邦健康,1.349876,0.285483,8.700174,0.505317,0.110655,0.092559,0.571422,0.046557
德豪润达,1.008867,0.67033,6.089225,1.371928,-0.119191,-0.017535,-3.416362,-0.030615
精功科技,0.749834,0.764554,5.540104,0.467055,-0.180458,-0.006158,-11.714831,0.081813
华兰生物,6.496765,0.093132,10.409826,0.376628,0.169972,0.160666,0.622316,0.316619
大族激光,1.970053,0.339231,2.969936,0.493485,0.076006,0.062646,-1.32919,0.492241
天奇股份,1.290478,0.641256,4.093841,0.673479,0.134113,0.05677,1.714315,0.153067
传化股份,1.741989,0.400086,8.112633,1.617496,0.143106,0.101972,3.025523,-0.022371
盾安环境,1.457181,0.435355,9.188214,1.238852,0.16168,0.102291,-0.482539,-0.041991
凯恩股份,0.856751,0.479403,6.84297,0.526671,0.076449,0.070283,-0.886345,0.049873
中航机电,1.844698,0.310135,3.344318,0.570931,0.050948,0.053009,1.166213,0.093874
永新股份,2.02507,0.308474,10.68692,1.339143,0.111736,0.07864,0.361602,0.076619
霞客环保,0.80896,0.710997,41.972246,0.848911,0.038712,0.034144,-3.575635,0.594095
世荣兆业,2.445625,0.414634,40.41764,0.494493,0.140443,0.083732,-1.418862,-0.10232
东信和平,2.439345,0.28257,6.537725,1.272553,0.089895,0.083972,-0.605402,0.057636
华信国际,1.053104,0.47319,11.193786,1.075812,0.269076,0.169433,-1.695533,0.207461
亿帆鑫富,0.999372,0.333299,8.485467,0.560483,0.072235,0.06346,-78.275648,-0.03183
京新药业,0.697077,0.681881,7.11703,0.535426,-0.06021,0.014253,-131.632912,-0.061727
中捷资源,1.879729,0.406592,2.547491,0.289424,0.010975,0.016114,-0.545183,0.017615
科华生物,5.604776,0.1269,5.678053,0.660665,0.27028,0.234138,-0.472433,0.203495
海特高新,2.606936,0.267164,2.026367,0.279146,0.064116,0.055884,0.344031,0.280465
苏宁云商,1.37742,0.578495,453.08334,2.308053,0.248008,0.094208,-0.215183,0.332039
航天电器,5.198158,0.164465,3.386396,0.29406,0.079494,0.05439,0.266532,0.210869
山东威达,3.971932,0.165081,6.554116,0.637739,0.058152,0.045966,-0.485757,-0.059914
七喜控股,3.090397,0.235503,9.709596,2.169865,0.006144,-0.003583,-1.597518,-0.35378
思源电气,2.380409,0.252943,3.028183,0.506855,0.161974,0.124741,0.124856,0.050429
七匹狼,2.391497,0.295421,14.829455,0.935898,0.132033,0.084494,1.81492,0.213318
达安基因,3.031297,0.27287,1.751028,0.450942,0.102845,0.088545,1.304304,0.244264
巨轮智能,1.094394,0.434469,3.997152,0.289449,0.089962,0.075088,-0.160505,0.024614
苏泊尔,3.802494,0.184226,12.635045,1.366451,0.138447,0.110049,0.640246,0.120496
丽江旅游,0.996975,0.406725,119.018785,0.209409,0.11795,0.081661,-0.394506,0.436765
美欣达,0.691052,0.601977,10.130357,1.014375,-0.103709,-0.016325,1.699766,-0.166793
华帝股份,0.735447,0.616969,17.888503,1.733304,-0.033312,0.00744,-5.075665,-0.058906
联创电子,3.599153,0.12272,4.79363,0.473004,0.048867,0.04372,-0.566769,0.076482
久联发展,1.31254,0.385783,7.618716,0.918123,0.122871,0.083803,1.47953,0.182761
双鹭药业,24.57038,0.032853,5.23494,0.454021,0.28642,0.270925,-0.10523,0.344134
黔源电力,0.243792,0.888128,7.571249,0.05913,0.118661,0.036705,-0.396045,3.572812
南京港,0.536701,0.154477,42.311707,0.209582,0.02242,0.022701,-1.215192,0.043982
登海种业,2.37903,0.295602,71.41128,0.368274,0.077217,0.047265,-1.451863,0.125665
华孚色纺,0.693214,0.482684,31.229226,0.54643,0.005238,0.025812,-4.542172,-0.006445
兔宝宝,1.122166,0.543822,11.258545,0.949432,0.064069,0.050544,-1.181959,0.134735
美年健康,3.865114,0.19134,12.266045,1.009921,0.041769,0.030967,-0.700917,-0.003159
国光电器,1.330978,0.491078,3.076239,0.623231,0.111934,0.076613,-0.110411,0.124897
轴研科技,3.758366,0.198644,7.437309,0.62738,0.094063,0.073506,-0.123448,0.140964
宝鹰股份,2.364325,0.339932,5.511482,1.141777,0.027914,0.01816,3.873294,0.047864
宁波华翔,0.882246,0.539583,9.844688,0.879556,0.131499,0.08029,-1.0186,0.115305
同方国芯,2.527935,0.17488,5.129528,0.549278,0.076749,0.07983,-0.623236,0.023693
三花股份,1.702416,0.442285,6.706224,1.066084,0.227586,0.145886,22.25827,-0.118328
中工国际,1.333579,0.67742,22.189238,0.600404,0.143005,0.039495,1.055193,0.424682
同洲电子,1.149265,0.639504,2.237384,0.962956,0.142933,0.073274,-0.515037,0.190762
云南盐化,0.711968,0.559016,44.299096,0.5879,-0.063733,0.000384,-0.089571,-0.014827
德美化工,1.255733,0.459354,3.81292,0.635433,0.160755,0.109436,-0.179682,0.105732
得润电子,1.220761,0.586886,4.029842,0.870555,0.091591,0.055527,0.702701,0.077007
横店东磁,5.932337,0.135456,5.911703,0.603833,0.065098,0.052737,-0.544464,0.044667
中钢天源,1.772488,0.352775,4.560968,0.962188,-0.057111,-0.016393,-12.313296,-0.0625
威尔泰,3.181638,0.245005,6.081165,0.49868,0.050099,0.045402,-1.013702,0.033469
云南旅游,2.180889,0.342399,1206.221614,0.40221,0.07426,0.051452,0.957891,-0.01292
粤水电,1.255456,0.617977,10.620891,0.670849,0.057473,0.039329,0.655203,0.239152
*ST 江化,0.887959,0.581168,24.568717,0.989603,-0.126987,-0.026826,0.2242,0.064521
宏润建设,1.258853,0.725627,7.613201,1.035253,0.201086,0.062727,-0.202848,0.313317
远光软件,9.041981,0.089,5.82702,0.489115,0.186293,0.165419,6.352201,0.096713
华峰氨纶,1.243692,0.244891,10.087634,0.586441,0.125124,0.09199,-1.787926,-0.030123
东华软件,1.864646,0.419359,4.55363,0.621059,0.163995,0.096676,0.462543,0.701465
瑞泰科技,1.236793,0.537942,3.836358,0.557267,0.118223,0.072222,-0.468146,0.544771
景兴纸业,1.031701,0.571898,5.063085,0.513319,-0.151215,-0.034902,24.895941,0.092226
黑猫股份,0.77574,0.686796,5.377144,1.010705,0.010945,0.043099,-2.509896,0.141513
獐子岛,2.699305,0.303925,21.028036,0.553285,0.098805,0.079547,-0.529145,0.154812
众和股份,0.939705,0.648054,5.523483,0.465834,0.067056,0.054156,-0.225404,0.146764
长城影视,1.445325,0.407003,4.941601,0.644,-0.026367,-0.004462,-120.524656,0.103787
凯瑞德,0.591222,0.724455,5.178015,0.471132,-0.125565,0.003716,49.039752,0.099184
软控股份,1.774974,0.440871,1.663545,0.436656,0.191774,0.11103,1.639163,0.227329
国轩高科,1.512891,0.456797,2.066651,0.62764,0.122206,0.083228,-0.647616,0.13585
沙钢股份,0.514167,1.074415,11.428701,1.555655,7.66556,-0.482933,6.03258,-0.607753
雪莱特,3.76426,0.145526,3.874406,0.798855,0.034232,0.038437,-3.714338,-0.008783
大港股份,1.186448,0.633457,6.687671,0.569521,0.0108,0.028156,-4.607545,0.166177
太阳纸业,0.704239,0.619313,18.100504,0.702157,0.082504,0.067589,-2.187993,0.144822
苏州固锝,2.444039,0.18248,6.094505,0.910483,0.035678,0.016083,-1.029194,-0.057665
中材科技,1.261867,0.510451,4.84273,0.600655,0.1387,0.084573,0.728484,0.293671
金螳螂,1.324478,0.633735,2.784426,1.68967,0.198969,0.071814,0.06256,0.208415
栋梁新材,1.523951,0.302867,249.268418,5.711501,0.106054,0.094228,-0.45137,0.10149
孚日股份,0.673349,0.609006,11.41084,0.489338,0.048866,0.047976,-1.383494,0.068293
海鸥卫浴,1.098323,0.465127,6.841703,1.128298,0.067894,0.047144,-1.037867,0.086904
万丰奥威,1.092076,0.410769,7.202864,0.967967,0.024002,0.038084,-5.32883,-0.103844
东方海洋,1.826235,0.333189,6.282698,0.351352,0.044226,0.046477,0.673575,0.887304
新野纺织,0.94699,0.541722,10.729869,0.715007,0.03654,0.04764,1.157221,0.105325
鲁阳节能,2.229456,0.314116,3.542942,0.700562,0.185942,0.143978,0.39804,0.271663
新海宜,1.886479,0.320012,1.720151,0.492019,0.087561,0.068808,-0.079975,0.208743
金智科技,2.760539,0.278552,4.791564,0.652831,0.113407,0.078164,-0.316826,-0.087925
江苏国泰,1.739487,0.442491,9.460891,2.423284,0.190181,0.081351,-0.017669,0.189957
中泰化学,0.471195,0.47417,102.0869,0.72318,0.048443,0.035249,-2.582915,0.1365
国脉科技,1.668218,0.376353,7.623448,0.665889,0.192831,0.128085,0.403173,0.303473
青岛金王,2.467467,0.419663,7.074583,0.683764,0.042955,0.050807,-1.095386,-0.102942
生意宝,6.475553,0.1338,27.323856,0.244452,0.084191,0.058635,0.162893,0.089447
南岭民爆,1.188754,0.344113,20.241557,0.707385,0.147355,0.111552,-283.780443,0.164005
山河智能,2.135131,0.429924,5.536328,0.592494,0.04305,0.036152,-20.390051,0.494872
浔兴股份,0.978207,0.525939,4.431306,0.697613,0.038664,0.05013,-2.855048,0.02637
海翔药业,1.257247,0.459568,6.575729,1.049278,0.046554,0.047084,-1.880241,0.06667
天康生物,1.375823,0.382695,31.006858,1.028541,0.101569,0.081605,0.806587,0.598234
广东鸿图,1.250063,0.448828,5.434392,0.828647,0.077762,0.068123,0.311675,0.113553
冠福股份,0.780819,0.668632,4.266869,0.52696,0.002939,0.025063,4.182095,0.426605
广博股份,1.413309,0.419789,7.020542,0.771494,0.103611,0.071797,0.613116,0.296315
恒宝股份,4.404272,0.147675,7.851723,0.662272,0.158599,0.127579,1.165636,-0.019529
信隆实业,1.279811,0.519844,4.350756,1.300246,0.054746,0.053713,0.351508,0.066635
莱宝高科,5.706508,0.09915,4.343003,0.294128,0.130133,0.107357,-0.150583,0.04778
