公司名称,流动比率,资产负债率,应收账款周转率,总资产周转率,净资产收益率,资产报酬率,净利润增长率,总资产增长率
*ST 新亿,0.899911,0.624857,9.138764,0.314884,-1.012231,-0.338808,11.006113,-0.291914
商赢环球,1.934659,0.20099,8.719469,0.283301,0.008856,0.016075,-62.669086,-0.080395
长春一东,1.415862,0.502016,3.742814,0.83611,0.044434,0.028543,-0.245354,0.211465
廊坊发展,8.638497,0.040846,2.926706,0.026496,-0.019016,-0.018343,0.119528,0.034496
中国船舶,1.152227,0.71103,56.111854,0.614357,0.327422,0.075832,-0.157378,0.181199
航天机电,1.287347,0.38662,6.673879,0.501077,0.024308,0.035285,-12.560985,0.036498
维科精华,0.962132,0.615073,14.677856,0.93701,-0.003499,0.00937,-0.502088,-0.025158
建发股份,1.156554,0.659079,54.284199,2.143659,0.128063,0.045749,-0.265818,0.031123
宝硕股份,0.090522,3.401189,133.283843,1.249366,0.345849,-0.730194,97.000073,-0.573276
华升股份,1.729612,0.326972,60.075291,0.9109,0.014147,0.03653,-1.202182,0.02611
永泰能源,1.061702,0.662003,39.801085,1.800731,0.009633,0.009195,-0.433544,0.256297
中体产业,1.743823,0.49919,34.51505,0.460865,0.210135,0.099094,-20.476804,-0.11663
大龙地产,2.032442,0.613018,2.150434,0.043205,0.002065,0.001897,-0.427092,0.031813
巨化股份,0.711003,0.51918,56.902572,1.253471,0.038758,0.04945,1.73073,0.035422
天坛生物,2.153361,0.367252,6.494388,0.570663,0.257975,0.17378,-0.111223,0.092626
香江控股,1.850418,0.714215,61.032562,0.366358,0.229949,0.069577,10.099466,0.18017
中闽能源,1.886558,0.391805,5.786786,0.396441,0.001684,0.013999,-102.524677,0.089385
新日恒力,0.851594,0.661739,7.652438,1.002931,0.01141,0.032791,-2.00095,0.111017
福田汽车,0.722229,0.693857,49.537887,3.057904,0.11478,0.048451,-1.912898,0.271918
联美控股,0.551788,0.528636,15.710282,0.197896,0.031516,0.013884,-5.558045,0.143054
武汉控股,3.420461,0.486357,4.356106,0.074748,0.035044,0.017908,6.458257,0.186077
太原重工,1.18324,0.726342,2.259736,0.764227,0.179253,0.056891,-0.082279,0.481381
上海建工,1.121933,0.779469,10.538984,1.60663,0.068765,0.014629,-0.660899,0.204813
上海贝岭,5.991423,0.125761,4.141224,0.254258,0.003705,0.001178,-1.906315,-0.020718
黄河旋风,1.547071,0.463068,2.254246,0.323125,0.039663,0.051549,-0.570034,0.029181
卧龙地产,1.815189,0.651817,29.969571,0.394538,0.162988,0.056351,-0.918637,-0.046552
美都能源,1.060309,0.733691,47.556656,0.598853,0.087089,0.036326,4.007103,0.239429
中国巨石,0.752015,0.737122,4.43761,0.313217,0.171456,0.070987,-0.875157,0.504752
雅戈尔,1.143273,0.686786,13.54508,0.340808,0.180826,0.07091,-2.891697,-0.105044
东安动力,1.371517,0.435669,1.565837,0.518386,0.083881,0.05913,-11.196104,0.026511
ST 黑化,0.652276,0.566923,6.691535,0.902157,-0.063441,-0.012484,-7.194826,0.127768
瑞茂通,1,0.48546,,0.087146,0.111153,0.248202,-2.355096,-0.694099
S 佳通,0.875952,0.71647,3.650291,0.972749,0.005243,0.041788,-0.485754,-0.023909
生益科技,1.205569,0.469734,3.307908,1.024855,0.046235,0.043586,-3.1063,-0.088939
光电股份,1.853817,0.55744,7.878323,0.656459,0.017164,0.017171,-0.224614,0.302871
格力地产,1.067315,0.88804,5.154444,0.543602,-4.983476,-0.505981,12.460385,-0.352898
莲花健康,0.93179,0.537612,2.809565,0.588834,0.007702,0.016897,6.982448,-0.082941
国中水务,1.149237,0.545673,6.859598,0.173553,0.175707,0.208804,-2.323202,-0.728911
兖州煤业,2.771279,0.17746,63.370922,0.813374,0.24535,0.209083,-1.056705,0.238793
吉林森工,0.944574,0.367364,34.230737,0.747568,0.033784,0.049362,-0.756244,-0.088355
锦州港,0.19887,0.634834,33.485176,0.183845,0.1065,0.064207,-0.729852,0.09519
华资实业,1.266143,0.277596,5.538854,0.070339,-0.085691,-0.046538,-10.765408,-0.342572
长城电工,1.446783,0.57906,2.132984,0.518188,0.035338,0.02948,-1.340796,0.159191
创兴资源,2.738243,0.240962,,0.500753,0.112697,0.091234,-66.93319,-0.222691
中牧股份,1.197296,0.364692,19.538072,0.947497,0.152223,0.113125,0.16314,0.056266
复星医药,1.925776,0.410272,8.381545,0.500501,0.171153,0.119586,-0.19825,0.013979
伊力特,2.539283,0.260359,53.790204,0.539498,0.123189,0.089853,0.903782,0.112119
大唐电信,0.939708,0.846615,2.9536,0.743868,0.172697,0.06178,1.699005,0.063166
金种子酒,1.710672,0.268327,15.331856,0.833281,0.041797,0.038986,0.769541,0.037843
江苏吴中,1.072326,0.569392,13.451036,1.22571,0.013775,0.031008,-0.232796,0.015343
生物股份,1.708258,0.417738,18.889687,0.655939,0.10863,0.071545,-0.462727,-0.040681
哈空调,1.338661,0.533291,1.863897,0.74516,0.338237,0.172974,1.287652,0.199164
福日电子,0.696757,0.828197,16.884953,1.004996,0.027578,0.040348,-1.749352,-0.057233
有研新材,1.602217,0.289894,12.431261,0.903963,0.09116,0.085893,-0.373224,-0.001922
安彩高科,1.427855,0.400929,5.118745,0.724676,0.038778,0.037477,50.128857,-0.136802
新湖中宝,1.905102,0.632756,96.53074,0.253368,0.170221,0.071217,0.168957,0.343839
罗顿发展,0.822656,0.418083,2.927219,0.162412,-0.058996,-0.024059,0.422542,-0.027009
紫江企业,0.888874,0.615378,7.610799,0.638036,0.076982,0.058523,-1.18123,0.050316
西藏药业,0.953968,0.663534,17.211693,1.194547,0.020987,0.019271,71.017426,-0.002767
江泉实业,0.615004,0.347154,4.893835,0.500629,0.02233,0.034676,-0.773869,-0.003149
亚星客车,0.97337,0.656284,4.064008,0.932992,0.015765,0.009703,-4.79575,-0.00473
长春经开,2.868309,0.291038,4.52638,0.065359,0.000921,0.011532,-2.679091,-0.291136
浙江医药,1.424442,0.444797,5.919777,1.152227,0.539263,0.343702,-0.47976,0.147504
秦岭水泥,0.217871,0.941694,5.310935,0.403152,-3.48861,-0.154607,2.592932,-0.086242
全柴动力,1.511544,0.346171,6.004824,0.879732,0.010438,0.002015,-1.997866,0.018122
南山铝业,2.147927,0.323948,48.019269,0.521206,0.092818,0.066493,-0.666014,0.305415
江苏阳光,1.017801,0.511357,10.374672,0.501349,0.054839,0.046775,-0.055025,0.100417
海南航空,0.37059,0.861999,30.74131,0.280519,-0.238258,-0.019462,4.607848,0.212583
太龙药业,1.085696,0.407336,6.188544,0.654354,0.043415,0.044781,0.390313,0.10835
鲁商置业,1.537419,0.904619,811.62957,0.543273,-0.684554,-0.011177,-2.721188,-0.43047
天津松江,0.391674,1.480582,3.053945,0.107247,-0.271627,0.208459,-1.821857,-0.088323
升华拜克,1.185581,0.433315,8.703967,1.303295,0.157851,0.109602,-0.697668,0.032987
赤天化,1.381227,0.569528,87.935366,0.244908,0.083438,0.041087,-0.552399,0.737942
昌九生化,1.027458,0.530861,13.285698,1.077263,0.044259,0.051714,1.183327,-0.015863
城市传媒,0.571956,0.571934,15.650107,0.860949,0.029326,0.038191,-5.153623,0.082802
*ST 沧大,0.71119,0.531601,847.238674,0.664739,0.147688,0.079078,-2.226313,0.265582
凌钢股份,0.902266,0.549576,412.108335,1.44951,0.124979,0.06103,0.389133,0.462812
金鹰股份,1.459254,0.51793,4.805698,0.499083,-0.038616,0.013683,-15.47951,-0.023849
大杨创世,3.806434,0.163681,11.348727,0.972461,0.097229,0.086537,-0.407939,0.142366
山水文化,0.073388,5.422527,20.441172,0.915533,0.073708,-0.065503,0.50592,-0.002734
民丰特纸,0.565633,0.551413,6.999132,0.581053,0.008361,0.03917,0.546762,0.003174
桂冠电力,0.739024,0.676581,9.000192,0.182136,0.021165,0.040617,-0.375754,0.113235
铜峰电子,0.915359,0.488169,3.640553,0.420876,0.012387,0.039062,-0.56694,-0.011125
海南椰岛,0.999763,0.592261,7.648748,1.053611,-0.547216,-0.192454,18.299177,-0.026863
云南城投,3.155417,0.427602,3.383766,0.288668,0.068236,0.041018,-18.878918,0.441726
华业资本,5.737639,0.429764,325.457502,0.150403,0.046791,0.028697,6.236654,0.118551
时代万恒,1.527523,0.640419,7.482895,1.046253,-0.02233,0.009757,-89.152894,0.471106
中昌海运,0.191085,1.122008,41.765081,0.517515,-10.389422,1.328051,14.56128,-0.215806
青海华鼎,1.517377,0.603417,4.318635,0.811018,0.057505,0.037308,-0.207592,0.042535
万通地产,2.557352,0.54962,509.778709,0.655462,0.249897,0.112584,0.657242,-0.085451
*ST 成城,0.631645,0.264852,72.54244,0.487805,0.036159,0.04708,-0.698231,0.009241
延长化建,1.144711,0.746798,1.806607,0.364356,0.098743,0.033424,-18.318289,2.100621
两面针,3.056989,0.172705,4.881678,0.19575,0.0022,-0.00042,0.76636,-0.390919
南纺股份,0.909374,0.846021,7.770633,1.528843,0.02063,0.032461,-0.408017,0.059889
冠农股份,1.274941,0.411811,15.085758,0.388975,0.035654,0.044171,0.612653,0.260866
中恒集团,1.051888,0.568863,22.400642,0.599234,0.106089,0.066641,-15.720887,-0.07386
天方药业,0.794216,0.728064,3.631472,0.630935,-0.105206,0.002963,22.821546,0.110964
鑫科材料,1.738557,0.448553,88.38576,1.92556,0.009607,0.01494,-2.660057,0.159475
广汇能源,0.94748,0.38831,5.918857,0.418744,0.162571,0.114571,0.078921,0.069198
大湖股份,0.604314,0.500528,22.215572,0.329363,-0.255589,-0.095514,155.469351,-0.089116
首旅酒店,0.723348,0.28927,50.670573,0.964686,0.16848,0.12827,-0.142894,-0.013628
广晟有色,0.801958,0.757867,5.342048,0.451268,0.018249,0.025994,104.072207,0.946905
凯乐科技,2.031754,0.416398,10.616701,0.490453,0.049923,0.034275,-1.940848,-0.02802
阳光照明,1.64219,0.438024,5.003491,0.971111,0.100334,0.066018,-0.558294,0.026745
北方股份,1.299588,0.725618,2.354002,0.614052,0.044312,0.052627,3.885254,0.129227
路桥建设,1.157393,0.740627,5.418334,0.862323,0.047203,0.019525,9.971889,0.464457
ST 景谷,1.691501,0.428471,15.16137,0.381084,0.021604,0.034294,3.882521,-0.139236
北京城建,2.09541,0.660242,73.165874,0.229638,0.08626,0.03118,-1.433612,0.04
海正药业,0.8244,0.624096,7.579884,0.772078,0.129539,0.068608,0.084542,0.380417
国电南自,1.524746,0.629474,1.333357,0.639136,0.105932,0.059916,0.854412,0.243117
赣粤高速,0.505701,0.366391,19.224491,0.253564,0.154456,0.115062,0.05186,0.040158
外运发展,5.421288,0.137251,7.295239,0.706519,0.156409,0.124634,26.63038,-0.269181
航天信息,3.223892,0.253232,20.598927,1.26306,0.206417,0.148777,-0.274307,0.101748
开开实业,0.816159,0.809016,8.132424,0.718852,0.290641,0.101007,4.445969,-0.021173
嘉化能源,0.729948,0.46717,90.629221,1.100357,0.002461,0.015614,-7.612604,-0.036469
武昌鱼,0.972199,0.896821,1.336808,0.010803,0.003955,0.002365,-5.717525,0.224411
恒瑞医药,6.756185,0.101986,3.906829,1.061302,0.215167,0.195293,0.752188,0.095491
亿利洁能,0.591505,0.485828,4.48985,0.19638,-0.018791,-0.001077,-14.792414,0.730592
东方创业,1.650637,0.341726,15.928244,2.238539,0.056554,0.04265,1.244314,-0.128218
重庆港九,1.134352,0.626911,10.755521,0.206447,0.036508,0.034799,-1.15445,0.305308
中央商场,0.69235,0.800614,422.423486,1.193557,0.069177,0.03627,5.307685,0.100803
太化股份,0.706079,0.62216,12.001197,0.995285,0.01243,0.02309,-4.508799,0.116818
南钢股份,1.097693,0.609824,144.117861,2.535545,0.028237,0.030966,-5.426611,0.025634
钱江水利,1.045743,0.514622,23.510888,0.14736,0.037114,0.034977,7.7299,0.276285
浦东建设,0.274552,0.625148,6.537479,0.134951,0.035013,0.016282,0.153635,1.401512
羚锐制药,1.225381,0.432264,9.021465,0.437114,0.020085,0.026468,-0.948069,0.027286
江苏舜天,0.997633,0.710678,23.830295,1.391049,0.001193,0.008918,-2.427937,0.044456
大恒科技,1.860844,0.46318,14.655052,1.221136,0.095474,0.062409,9.652215,0.009019
亿阳信通,1.280446,0.468216,2.930632,0.324167,0.052622,0.044271,4.388516,0.184514
华仪电气,1.327668,0.616311,2.012078,0.684783,0.179503,0.085892,0.824209,0.328553
西水股份,0.887309,0.342877,18.461399,0.256936,0.019381,0.022258,-2.522435,-0.543162
中电远达,0.789367,0.771095,2.982345,0.507922,-0.176996,-0.007224,2.187448,0.063293
三峡新材,0.763831,0.66206,14.623402,0.366315,-0.107392,-0.002527,-33.445673,0.026527
鄂尔多斯,0.849634,0.617798,7.627129,0.605429,0.135408,0.083885,-1.727288,0.144806
广汇汽车,1.3537,0.498283,4.379614,0.813033,0.052483,0.045628,0.038069,0.03411
安琪酵母,0.743766,0.514089,17.893882,0.644574,0.144782,0.089676,0.62448,0.269835
安迪苏,0.730769,0.728568,26.437129,0.693725,-0.051236,0.006,-19.234817,0.232183
维维股份,1.579782,0.35021,16.458777,0.780058,0.01851,0.028686,-3.51097,0.219691
*ST 南化,0.708856,0.639381,40.402971,0.684707,-0.167246,-0.03266,2.059783,0.173895
标准股份,3.076033,0.201709,3.565947,0.458026,0.003917,0.006955,-1.411152,-0.030299
曙光股份,0.998358,0.699589,8.237859,0.972934,0.057996,0.025835,-1.136079,0.04229
恒顺醋业,1.085962,0.737177,14.255858,0.283983,-0.115291,-0.001672,-50.490635,0.15196
商业城,0.784051,0.682834,176.839916,1.079194,-0.042086,0.005277,201.238966,0.154542
酒钢宏兴,1.1142,0.529972,81.877418,3.255977,0.007203,0.007625,-7.083335,0.04029
华泰股份,0.699394,0.591079,7.065406,0.611491,0.094178,0.062825,-1.256449,0.071398
万华化学,1.932159,0.30693,28.218513,0.979863,0.322621,0.230065,-0.065204,0.035336
桂东电力,0.69247,0.641355,8.661022,0.37195,0.104986,0.072133,-0.897159,-0.000797
荣华实业,0.44374,0.171762,7.114594,0.256484,0.007388,0.008155,-2.277628,0.088476
平高电气,1.288041,0.621243,2.145218,0.666551,0.140019,0.068721,-0.452233,0.265966
农发种业,2.834762,0.325009,43.837831,0.744844,-0.05095,-0.037185,4.619178,-0.037945
上海家化,2.041827,0.321109,12.166352,1.479076,0.16306,0.116881,-0.375391,0.138704
洪都航空,1.854189,0.473115,2.030917,0.485155,0.058785,0.030364,4.047196,-0.172582
营口港,0.13592,0.651304,6.629057,0.217949,0.097895,0.049996,-0.047439,0.230458
新力金融,0.501683,0.651409,2097.301239,0.435125,-0.215061,-0.057635,30.752223,0.40419
*ST 亚星,0.739543,0.61856,16.850096,0.664651,0.028442,0.038393,2.29322,0.14891
振华重工,1.117681,0.705445,4.42158,0.512168,0.162992,0.050882,0.154773,0.591754
国栋建设,0.787115,0.347565,326.014551,0.339448,0.026598,0.020523,-1.048889,0.110064
天房发展,2.622026,0.581397,134.5307,0.158109,0.032308,0.019056,-0.962058,0.171438
瀚蓝环境,0.618275,0.432193,24.475451,0.244586,0.099671,0.072093,-0.526119,0.237942
华发股份,2.125289,0.644914,9146.244132,0.257163,0.134307,0.046332,4.069115,0.420057
西藏天路,1.650253,0.4186,3.313265,0.313493,0.008691,0.014867,-1.332328,0.006731
大东方,0.804205,0.588837,99.049509,1.839716,0.135155,0.067952,0.140403,0.149957
兰太实业,0.707996,0.555798,6.05829,0.456956,0.05683,0.056352,-1.843858,0.15113
中新药业,0.715987,0.572502,7.338159,0.686612,0.134593,0.079088,-0.756413,-0.009699
天通股份,1.709246,0.309446,7.995805,0.744879,0.008191,0.019513,2.727085,-0.14409
宏达股份,1.0362,0.583821,4.388521,0.539638,-0.161095,-0.036048,-14.383327,-0.075803
白云山,2.509982,0.219321,7.750417,0.853911,0.053324,0.045371,-1.95229,-0.330002
长春燃气,1.302996,0.344202,9.469578,0.982214,0.074801,0.048639,-0.626143,0.050432
国机汽车,1.1534,0.627743,3.453515,0.546375,0.012593,0.024796,1.003071,0.223801
澳柯玛,0.612006,0.781984,24.968041,0.96645,0.023339,0.058729,-7.93535,-0.206718
美克家居,1.172927,0.480247,6.759618,0.69653,0.054104,0.048345,0.284284,0.303945
西藏珠峰,0.402176,1.163911,260.585421,1.143436,-0.697776,0.163116,-0.373738,-0.190458
天利高新,0.200119,0.643503,35.67284,0.291849,0.046534,0.037746,-2.190633,0.074239
华夏幸福,1.434165,0.295437,7.769568,0.800849,-0.144984,-0.090436,1.800142,-0.194161
航天动力,1.409772,0.45714,2.180587,0.490735,0.036051,0.035066,-0.70116,-0.020834
长江通信,1.683914,0.324104,4.677862,0.318291,0.031896,0.029555,-1.594235,0.00934
大橡塑,0.804858,0.670849,2.640636,0.474387,0.010621,0.010851,-2.005229,0.33521
阳泉煤业,0.895508,0.531446,19.974009,1.597417,0.30352,0.147459,0.402486,0.262649
山东高速,0.0993,0.376986,930.022937,0.25676,0.139716,0.095899,-0.20834,0.104883
亚宝药业,1.395509,0.504067,20.063479,0.749382,0.104493,0.066801,-0.406311,0.557715
浙江龙盛,1.503154,0.463306,7.479873,0.689842,0.14578,0.098841,-0.720263,0.451465
旭光股份,2.312856,0.330715,3.520438,0.53593,0.043301,0.03707,-0.913665,0.023635
敦煌种业,1.062852,0.679858,3.807833,0.498671,0.092609,0.057508,-5.386852,0.237312
精伦电子,4.195837,0.141051,2.060478,0.288413,-0.137483,-0.116377,9.339892,-0.111305
恒丰纸业,2.755533,0.278737,8.174043,0.722105,0.055303,0.058813,0.685841,-0.056323
承德钒钛,0.454973,0.829144,167.338182,0.86503,0.007747,0.022809,-7.70015,0.698248
国旅联合,0.969239,0.381461,15.463777,0.179604,0.0377,0.025263,-0.178699,0.121999
新农开发,0.954771,0.649311,10.367153,0.352698,-0.138941,-0.027082,24.202398,-0.012045
华微电子,1.242723,0.442128,3.545362,0.40115,0.037401,0.040162,-1.627215,0.044007
华联综超,0.991439,0.661651,1127.677501,1.653197,0.066335,0.029841,2.870896,0.360178
江西铜业,2.270527,0.381594,39.792717,1.580422,0.104054,0.075675,-2.62662,-0.022653
联创光电,1.518546,0.408417,3.554995,0.71798,0.04084,0.038965,-0.235017,0.012766
通葡股份,1.406771,0.348844,2.663395,0.293825,0.011083,0.013376,-3.796853,-0.079577
宁波韵升,1.663079,0.229846,9.35358,0.99884,0.094173,0.083345,-0.163907,-0.5096
红星发展,4.744325,0.151439,7.506916,0.729317,0.038289,0.031465,-2.258316,-0.040996
五洲交通,3.135259,0.376269,55.356097,0.072784,0.048964,0.03211,0.571392,0.521225
西南证券,0.900642,0.815608,11.686254,0.084999,0.61813,0.119062,-9.277882,-0.487992
三房巷,2.50798,0.180608,9.592744,0.63549,0.004367,0.00218,0.008512,-0.00472
万向德农,1.061731,0.599208,3003.881334,0.762075,0.105539,0.055012,6.753836,0.019631
中航电子,0.626944,0.988413,2.491949,0.803428,-16.302101,-0.169856,1.117916,-0.096645
中文传媒,0.680634,0.828154,14.203399,0.719076,-0.873316,-0.093527,-72.310443,-0.074008
华菱星马,1.047571,0.692776,8.620838,1.18655,0.046661,0.043541,2.001844,-0.023161
首开股份,1.449358,0.819866,115.920809,0.263608,0.143735,0.041019,3.177083,-0.02862
宁沪高速,0.184827,0.337742,157.105322,0.212999,0.09748,0.086449,-0.235682,-0.044816
天科股份,1.941618,0.351466,6.932394,0.867841,0.130591,0.082457,-0.098931,0.070051
宝光股份,2.160207,0.376604,4.643947,0.877033,0.022744,0.026287,3.184858,0.073318
健康元,1.454057,0.336617,5.80932,0.504778,0.006472,0.013809,256.087399,-0.032096
青海春天,0.099682,1.644351,11.537524,0.113681,-0.519667,0.367309,-43.57265,-0.047995
广东明珠,1.166019,0.463793,4.488329,0.51625,0.109048,0.080139,-1.490053,-0.015606
金地集团,2.192074,0.703436,902.133643,0.278108,0.105122,0.038393,1.422859,0.386595
山东金泰,0.030091,4.885314,9.764047,0.060436,0.121742,-0.23311,0.885133,-0.158118
北巴传媒,0.828729,0.543411,9.455367,0.429912,0.105817,0.069216,1.748982,-0.386499
海越股份,0.501459,0.499086,23.178992,0.716373,-0.047627,-0.0002,5.57561,-0.275145
龙净环保,1.238586,0.727285,5.579413,0.699355,0.160664,0.046146,1.386113,0.178246
江山股份,0.612305,0.666793,36.893706,1.00392,0.29944,0.11856,-0.588927,0.389127
金瑞科技,1.233736,0.441776,7.948711,0.920477,0.053073,0.060019,-1.246382,-0.043137
成发科技,1.069392,0.628437,5.197769,0.591449,0.122793,0.076361,8.133513,0.148171
盛和资源,1.248932,0.574918,3.025115,0.468025,0.053098,0.049429,-1.285234,0.185767
东华实业,1.640784,0.632444,71.410026,0.514461,0.146734,0.052103,-7.738727,0.054821
盘江股份,2.849649,0.206521,21.353272,1.53992,0.302207,0.238196,-0.719288,0.242975
金山股份,0.79133,0.748473,41.128497,0.298827,0.018399,0.042095,-0.29863,0.152308
安源煤业,0.488374,0.659256,6.686633,0.528163,-0.333178,-0.073106,12.032907,-0.106726
海澜之家,2.375398,0.186278,11.744762,0.443524,0.048875,0.04666,1.399506,-0.042193
抚顺特钢,0.835102,0.660621,11.80738,1.132804,0.021647,0.033555,-0.06495,-0.001179
红豆股份,2.331219,0.633008,3.624166,0.304842,0.032905,0.025909,0.499907,0.034146
*ST 海润,2.074588,0.902454,7.485482,0.334135,-1.553624,-0.097749,1.849593,-0.038589
大有能源,6.616566,0.157484,7.519667,0.741294,0.125301,0.094335,-0.351928,0.204923
动力源,1.611867,0.549564,1.663641,0.73154,0.014383,0.019934,22.570545,0.018006
国电南瑞,1.638883,0.497071,2.243702,0.568879,0.133504,0.062234,0.628858,0.078734
安泰集团,1.341314,0.540693,7.534864,1.20501,0.00588,0.031059,-9.851847,0.090799
三友化工,0.787397,0.535022,34.352515,0.873812,0.085827,0.051831,-11.892999,0.348394
华胜天成,2.107478,0.468491,8.61869,1.101671,0.142369,0.072431,0.117223,0.077638
小商品城,0.597148,0.539284,34.013101,0.218239,0.112445,0.052727,0.299246,1.521786
湘电股份,0.996157,0.717002,3.192626,0.664079,0.04757,0.026189,5.909634,0.373959
江淮汽车,0.586664,0.537564,35.813913,1.669285,0.01473,0.009704,-4.147889,0.171212
天润乳业,0.45164,0.712029,21.860348,0.775296,0.033919,0.030369,-364.01215,-0.143481
现代制药,3.154171,0.205575,9.589993,0.86458,0.114941,0.095408,-0.239259,0.113483
仰帆控股,0.019863,4.16619,10.973858,0.242193,1.114642,-3.340555,47.53051,-0.797969
昆药集团,1.513213,0.420475,5.954884,1.133055,0.053999,0.04773,1.395011,-0.027862
柳化股份,0.814511,0.602064,24.689181,0.468998,0.06666,0.053865,-1.955921,0.201088
青松建化,1.374959,0.371623,14.830102,0.420374,0.087914,0.066778,-0.8178,0.100254
华鲁恒升,1.117628,0.543023,,0.660255,0.158134,0.096153,-0.816608,0.268028
中远航运,2.583913,0.37525,59.953753,0.968615,0.328547,0.202293,-0.416662,0.423867
三元股份,1.161511,0.378842,9.466077,1.006943,0.042076,0.034632,1.400107,0.141623
吉恩镍业,1.656621,0.420057,41.673697,0.381645,0.080896,0.061092,-5.671046,0.136504
冠豪高新,1.043941,0.545441,7.830724,0.739705,-0.057885,-0.002774,75.26303,-0.077137
北方导航,1.218038,0.470026,3.318088,0.550522,0.148314,0.088218,-21.282253,0.002273
片仔癀,2.142854,0.297463,5.622823,0.606932,0.188361,0.138075,0.973863,0.102651
通威股份,0.592305,0.710651,24.318688,1.998307,0.100527,0.055328,-1.498494,0.263515
瑞贝卡,3.153287,0.337391,14.750274,0.72444,0.176455,0.145513,0.004758,0.242513
*ST 国通,0.378189,0.702645,5.150931,0.276815,-0.818461,-0.200495,2.048544,-0.181367
金证股份,2.293665,0.378625,11.507512,1.511355,0.14227,0.07235,-41.454556,-0.049309
华纺股份,0.844356,0.619668,13.357942,1.302478,0.004356,0.029158,0.308725,0.051479
宁夏建材,1.607156,0.324824,15.528141,0.540519,0.167193,0.136306,-0.253081,0.469144
涪陵电力,0.538102,0.608748,20.602098,0.534199,0.05651,0.053864,-0.123756,0.111302
博通股份,0.456248,0.717624,4.390636,0.324703,-0.214078,-0.029836,3.475096,-0.081122
宝钛股份,4.064933,0.210799,5.287058,0.455769,0.078779,0.064277,-0.769152,0.54716
时代新材,1.126118,0.596861,7.085686,0.939693,0.106015,0.060248,0.675384,0.30241
贵研铂业,1.299802,0.60037,15.760894,1.025401,-0.168426,-0.041896,8.22203,0.079877
士兰微,0.815827,0.583986,4.811019,0.529266,0.017182,0.038007,-5.73888,-0.174247
洪城水业,0.866829,0.265009,5.704416,0.271588,0.042225,0.045998,-0.810142,0.089408
石岘纸业,0.268039,0.836201,9.03976,0.440178,-0.668012,-0.089069,-83.375355,-0.090788
空港股份,1.248399,0.603406,4.904546,0.470546,0.121255,0.059346,-0.39412,0.098238
蓝光发展,4.966435,0.09993,7.587315,0.449081,0.022161,0.012966,0.738049,-0.020917
好当家,1.462421,0.200384,44.588917,0.302836,0.098016,0.08619,-1.320325,0.034218
百利电气,1.153768,0.355738,5.555086,0.746471,0.047821,0.042492,-1.009968,-0.094943
风神股份,0.743745,0.716393,14.160146,1.235099,-0.069401,0.018197,-19.028215,0.47152
六国化工,1.134387,0.558006,137.776953,1.203618,0.063088,0.033136,-2.56451,0.329502
华光股份,1.030093,0.7671,5.62892,0.592187,0.086753,0.029079,-0.887104,0.004859
湘邮科技,1.521966,0.527882,3.208454,0.595282,-0.209431,-0.059728,8.191335,-0.256604
杭萧钢构,0.808037,0.777821,6.536287,1.142645,0.11835,0.053142,0.820131,0.008319
科力远,1.272724,0.501424,7.162882,1.366967,0.057755,0.043431,-1.640147,0.174824
千金药业,4.354818,0.173359,32.649903,0.75649,0.153569,0.125144,-0.402332,-0.02382
凌云股份,1.488962,0.464241,4.780367,0.960436,0.167607,0.110758,-0.606182,0.113919
双良节能,1.283099,0.457691,16.394035,1.063511,0.047401,0.034618,-3.453638,0.235213
风帆股份,0.926529,0.607003,12.205105,1.211541,-0.281265,-0.058131,33.233869,-0.191142
福能股份,1.310486,0.395036,11.904172,0.925689,0.013496,0.027746,-1.260864,-0.170339
信威集团,2.428151,0.37596,2.311532,0.481241,0.157849,0.095629,2.825966,0.176264
扬农化工,0.837909,0.545963,21.854694,0.994709,0.197188,0.097212,-0.509332,0.304568
亨通光电,1.7346,0.401697,3.683074,0.673486,0.097006,0.066253,-0.022621,0.092766
天药股份,1.02356,0.41524,9.759153,0.340958,0.034367,0.035833,-0.352882,0.110768
中金黄金,1.016975,0.428945,115.141221,1.795693,0.148387,0.092993,-0.306777,0.38396
鹏欣资源,1.357848,0.455018,7.578785,0.395962,-0.239037,-0.102354,2.898421,-0.076293
龙元建设,1.116538,0.818629,2.522274,0.830718,0.070167,0.02862,-1.724397,0.102654
凤竹纺织,0.800035,0.502141,7.661761,0.654182,0.00904,0.036738,-3.01322,-0.017771
晋西车轴,1.408149,0.461937,7.183786,1.408941,0.15884,0.100453,1.454872,0.262289
精工钢构,0.941296,0.77752,5.234864,1.170966,0.149118,0.051911,1.565844,0.070934
驰宏锌锗,0.933644,0.521333,845.192653,0.91277,0.060162,0.053938,-2.687745,-0.042078
烽火通信,1.644931,0.506847,2.902651,0.606071,0.084162,0.0391,1.639854,0.137343
科达洁能,2.321055,0.262603,8.018128,0.794189,0.153059,0.118055,-0.274156,0.202458
中化国际,1.29519,0.531742,31.623763,1.760592,0.121329,0.066213,-1.181805,0.142989
航天晨光,0.970945,0.625427,3.180196,0.630491,0.041164,0.028018,0.493017,0.18939
安徽水利,0.89753,0.793583,2.817499,0.651684,0.043964,0.035241,2.986685,0.134145
华丽家族,1.61315,0.618581,10.003873,0.298657,0.212108,0.081642,-1.021858,0.016291
西昌电力,0.392072,0.822959,26.395254,0.238611,0.239616,0.067403,-0.90053,0.000072
